Sentiment,Tweets
[0],['  My son moved to Germany over a year ago  He wanted to design trainers from around … ']
[4],['So good I had to share Check out all the items Im loving on  poshmark fashion style shopmycloset… ']
[4],['So good I had to share Check out all the items Im loving on  from  poshmark fashion… ']
[2],['  Adidas Originals ']
[2],['  Adidas Popular slides \r\r\r\nN\r\r\r\n\r\r\r\nNationwide delivery \r\r\r\n\r\r\r\nShop now  ']
[2],['  Adidas Originals ']
[2],['Nike Yeezy Passion nike air jordan  retro Laney Hype Yeezy Lot Adidas are Supreme  ']
[2],['  Adidas Originals ']
[2],['  Adidas Originals ']
[2],['  the said “adidas nation rise” ']
[2],['  adidas Yeezy Quantum “Barium”\r\r\r\nStyle Code H\r\r\r\n\r\r\r\nelease Date June rd \r\r\r\nPrice \r\r\r\n https…']
[2],['  Adidas Originals ']
[4],['So good I had to share Check out all the items Im loving on  from  poshmark fashion… ']
[4],['  CONES \r\r\r\n\r\r\r\nWant to win an Adidas jersey from which ever team you want It’s simple follow the steps below and you’re ent…']
[2],['  Adidas Originals ']
[2],['  Adidas Originals ']
[2],['  Adidas Originals ']
[4],['So good I had to share Check out all the items Im loving on  poshmark fashion style shopmycloset… ']
[4],['  louis tomlinson in his green adidas hoodie a HEAD ']
[2],['  the said “adidas nation rise” ']
[2],['  Adidas Originals ']
[2],['  Adidas Originals ']
[4],['So good I had to share Check out all the items Im loving on  poshmark fashion style shopmycloset… ']
[2],['  Adidas Originals ']
[2],['  Adidas Originals ']
[2],['adidas Yeezy Quantum “Barium”\r\r\r\nStyle Code H\r\r\r\n\r\r\r\nelease Date June rd \r\r\r\nPrice \r\r\r\n ']
[2],['OnFoot Look At he Upcoming adidas Yeezy Quantum “Barium”\r\r\r\n\r\r\r\n            OnFoot Look A ']
[0],['  so likeadidas ']
[0],['  If adidas sponsor  and Nike sponsor  it will be very funny']
[2],['adidas Yeezy Quantum “Barium”\r\r\r\nStyle Code H\r\r\r\n\r\r\r\nelease Date June rd \r\r\r\nPrice \r\r\r\n ']
[2],['  Adidas Originals ']
[0],['  wonho’s wearing adidas too you know what i mean😏😏😏 ']
[2],['adidas Yeezy Quantum “Barium”\r\r\r\nStyle Code H\r\r\r\n\r\r\r\nelease Date June rd \r\r\r\nPrice \r\r\r\n ']
[0],['  so likeadidas ']
[2],['  he adidas Yeezy Boost  MNVN “riple Black” is getting a wider release this Saturday\r\r\r\n ']
[4],['  the adidas version ♥‿♥ ']
[4],['Adidas shoes commemorating Canadian runner sell out fast  ']
[2],['  Adidas Popular slides \r\r\r\nN\r\r\r\n\r\r\r\nNationwide delivery \r\r\r\n\r\r\r\nShop now  ']
[2],['  Adidas Originals ']
[2],['  Adidas Originals ']
[2],['  Adidas Originals ']
[2],['  Adidas Originals ']
[2],['  Adidas Originals ']
[0],['yo girl missing from a Panmure address \r\r\r\n \r\r\r\nLeiyah is wearing a grey longsleeved shirt denim overalls and white… ']
[2],['  Adidas Originals ']
[4],['EKNO is really fond of Adidas canvas']
[2],['Adidas Popular slides \r\r\r\nN\r\r\r\n\r\r\r\nNationwide delivery \r\r\r\n\r\r\r\nShop now  ']
[0],['  so likeadidas ']
[4],['  Can’t believe I’ve never posted this picture four of my favourite Arsenal players in one of my favourite kits What a…']
[0],['SIPES Members Exclusive Buy  Get  Free  May Only Head to your nearest adidas store now']
[4],['   x   Blue Kit Concept\r\r\r\n\r\r\r\n❤️amp🔁\r\r\r\n\r\r\r\nwolves wwfc adidas ']
[2],['  Adidas Originals ']
